Site_ID,Sector_ID,Cell_ID,Vendor,Antenna_model,Azimuth,Frequency,Polarization ,Tilt,Antenna_Height,Antenna_Power,Antenna_receiver_sensitivity_dbm,Antenna_horizontal_beamwidth,Antenna_vertical_beamwidth,Front_to_back_ratio_dB
MW0120,MW0120-1,1207,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,14,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.475,> 26 & > 28
MW0120,MW0120-2,1208,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,14,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.476,> 26 & > 28
MW0120,MW0120-3,1209,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,14,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.477,> 26 & > 28
MW0209,MW0209-1,2097,Kathrein,739854,0,1710-1990MHz,Dual Polarization,0,48,2*40 W,,65,7,>30db
MW0209,MW0209-2,2098,Kathrein,739854,130,1710-1990MHz,Dual Polarization,0,48,2*40 W,,65,7,>30db
MW0209,MW0209-3,2099,Kathrein,739854,240,1710-1990MHz,Dual Polarization,0,48,2*40 W,,65,7,>30db
MW0501,MW0501-1,5017,Rosenberger,BA-G6W9W9X65V-00M,0,,,3,48,2*40 W,,,,
MW0501,MW0501-2,5018,Rosenberger,BA-G6W9W9X65V-00M,120,,,3,48,2*40 W,,,,
MW0501,MW0501-2,5018,Rosenberger,BA-G6W9W9X65V-00M,120,,,3,48,2*40 W,,,,
MW5719,MW5719-1,57197,Rosenberger,BA-G6W9W9X65V-00M,40,,,3,48,2*40 W,,,,
MW5719,MW5719-2,57198,Rosenberger,BA-G6W9W9X65V-00M,180,,,3,48,2*40 W,,,,
MW5719,MW5719-3,57199,Rosenberger,BA-G6W9W9X65V-00M,300,,,3,48,2*40 W,,,,
MW0346,MW0346-1,3467,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,4,48,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0346,MW0346-2,3468,Andrew,DBXLH-6565C-VTM,120,824Ð960MHz&1710Ð2180,Dual Polarization,3,48,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0346,MW0346-3,3469,Andrew,DBXLH-6565C-VTM,270,824Ð960MHz&1710Ð2180,Dual Polarization,3,48,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW2668,MW2668-1,26687,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.490,> 26 & > 28
MW2668,MW2668-2,26688,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.491,> 26 & > 28
MW2668,MW2668-3,26689,Kathrein,742266V011.pafx,220,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.492,> 26 & > 28
MW0379,MW0379-1,3797,Kathrein,739494,60,,,3,28,2*40 W,,,,
MW0379,MW0379-2,3798,Kathrein,739494,180,,,4,28,2*40 W,,,,
MW0379,MW0379-3,3799,Kathrein,739494,290,,,3,28,2*40 W,,,,
MW5400,MW5400-1,54007,Andrew,DBXLH-6565C-VTM,90,824Ð960MHz&1710Ð2180,Dual Polarization,3,27,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW5400,MW5400-2,54008,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,27,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.497,> 26 & > 28
MW5400,MW5400-3,54009,Kathrein,742266,350,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,27,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.498,> 26 & > 28
MW1401,MW1401-1,2517,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.499,> 26 & > 28
MW1401,MW1401-2,2518,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.500,> 26 & > 28
MW1401,MW1401-3,2519,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.501,> 26 & > 28
MW0603,MW0603-1,6037,Kathrein,739854,20,1710-1990MHz,Dual Polarization,0,66,2*40 W,,65,7,>30db
MW0603,MW0603-2,6038,Kathrein,739854,180,1710-1990MHz,Dual Polarization,0,66,2*40 W,,65,7,>30db
MW6005,MW6005-1,60057,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,1,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6005,MW6005-2,60058,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,1,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6005,MW6005-3,60059,Andrew,TBXLHA-6565DC-VTM,280,824Ð960&1710Ð2180,3xDual Polarization,1,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW4003,MW4003-1,40037,Rosenberger,BA-G6W9W9X65V-00M,100,,,1,50,2*40 W,,,,
MW4003,MW4003-2,40038,Rosenberger,BA-G6W9W9X65V-00M,220,,,0,50,2*40 W,,,,
MW4003,MW4003-3,40039,Rosenberger,BA-G6W9W9X65V-00M,340,,,2,50,2*40 W,,,,
MW0190,MW0190-1,1907,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,28,2*40 W,,,,
MW0190,MW0190-2,1908,Kathrein,742266,150,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.511,> 26 & > 28
MW0190,MW0190-3,1909,Kathrein,742266,250,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.512,> 26 & > 28
MW6006,MW6006-1,60067,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6006,MW6006-2,60068,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6006,MW6006-3,60069,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW5116,MW5116-1,51167,Rosenberger,BA-G6W9W9X65V-00M,90,,,1,47,2*40 W,,,,
MW5116,MW5116-2,51168,Rosenberger,BA-G6W9W9X65V-00M,180,,,1,47,2*40 W,,,,
MW5116,MW5116-3,51169,Rosenberger,BA-G6W9W9X65V-00M,290,,,2,47,2*40 W,,,,
MW5585,MW5585-1,55857,Rosenberger,BA-G6W9W9X65V-00M,40,,,0,48,2*40 W,,,,
MW5585,MW5585-2,55858,Rosenberger,BA-G6W9W9X65V-00M,190,,,0,48,2*40 W,,,,
MW5585,MW5585-3,55859,Rosenberger,BA-G6W9W9X65V-00M,220,,,1,48,2*40 W,,,,
MW5527,MW5527-1,55277,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW5527,MW5527-2,55278,Andrew,DBXLH-6565C-VTM,130,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW5527,MW5527-3,55279,Andrew,DBXLH-6565C-VTM,240,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0377,MW0377-1,3777,Andrew,TBXLHA-6565DC-VTM,110,824Ð960&1710Ð2180,3xDual Polarization,2,30,2*40 W,,66.8&61.9,9.2&9.1,>25
MW0377,MW0377-2,3778,Kathrein,739494,190,,,2,30,2*40 W,,,,
MW0377,MW0377-3,3779,Andrew,DBXLH-6565C-VTM,280,824Ð960MHz&1710Ð2180,Dual Polarization,2,30,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0406,MW0406-1,4067,Kathrein,742266,40,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.528,> 26 & > 28
MW0406,MW0406-2,4068,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.529,> 26 & > 28
MW0406,MW0406-3,4069,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.530,> 26 & > 28
MW0512,MW0512-1,5127,Andrew,DBXLH-6565C-VTM,50,824Ð960MHz&1710Ð2180,Dual Polarization,2,47,2*20 W,,67.2&61.9,7.4&4.6,>27db
MW0512,MW0512-2,5128,Andrew,DBXLH-6565C-VTM,170,824Ð960MHz&1710Ð2180,Dual Polarization,0,47,2*20 W,,67.2&61.9,7.4&4.6,>27db
MW0512,MW0512-3,5129,Kathrein,739630,280,870ÊÐÊ960ÊMHz,Dual Polarization,0,47,2*20 W,,65,7,>Ê30ÊdB
MW6007,MW6007-1,60077,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6007,MW6007-2,60078,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6007,MW6007-3,60079,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW0633,MW0633-1,6337,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.537,> 26 & > 28
MW0633,MW0633-2,6338,Kathrein,742266,170,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.538,> 26 & > 28
MW0633,MW0633-3,6339,Andrew,DBXLH-6565C-VTM,310,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0127,MW0127-1,1277,ERICSSON ,201115,50,,,2,46,2*40 W,,,,
MW0127,MW0127-2,1278,Kathrein,739634,170,806Ð960MHz,Dual Polarization,2,46,2*40 W,,65,9.5,>30db
MW0127,MW0127-3,1279,Kathrein,739634,240,806Ð960MHz,Dual Polarization,2,46,2*40 W,,65,9.5,>30db
MW1092,MW1092-1,10927,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,38,2*40 W,,,,
MW1092,MW1092-2,10928,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,38,2*40 W,,,,
MW1092,MW1092-3,10929,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,38,2*40 W,,,,
MW6008,MW6008-1,60087,Andrew,TBXLHA-6565DC-VTM,80,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6008,MW6008-2,60088,Andrew,TBXLHA-6565DC-VTM,180,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6008,MW6008-3,60089,Andrew,TBXLHA-6565DC-VTM,330,824Ð960&1710Ð2180,3xDual Polarization,4,38,2*40 W,,66.8&61.9,9.2&9.1,>25
MW0106,MW0106-1,1067,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.549,> 26 & > 28
MW0106,MW0106-2,1068,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.550,> 26 & > 28
MW0106,MW0106-3,1069,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.551,> 26 & > 28
MW0163,MW0163-1,1637,Rosenberger,BA-G6W9W9X65V-00M,20,,,0,65,2*40 W,,,,
MW0163,MW0163-2,1638,Rosenberger,BA-G6W9W9X65V-00M,180,,,0,65,2*40 W,,,,
MW0163,MW0163-3,1639,Rosenberger,BA-G6W9W9X65V-00M,280,,,1,65,2*40 W,,,,
MW5807,MW5807-1,58077,Rosenberger,BA-G6W9W9X65V-00M,110,,,4,48,2*40 W,,,,
MW5807,MW5807-2,58078,Rosenberger,BA-G6W9W9X65V-00M,180,,,4,48,2*40 W,,,,
MW5807,MW5807-3,58079,Rosenberger,BA-G6W9W9X65V-00M,320,,,0,48,2*40 W,,,,
MW5023,MW5023-1,50237,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.558,> 26 & > 28
MW5023,MW5023-2,50238,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.559,> 26 & > 28
MW5023,MW5023-3,50239,Kathrein,742266,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.560,> 26 & > 28
MW5023,MW5023-1,29137,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.561,> 26 & > 28
MW5023,MW5023-2,29138,Kathrein,742266V011.pafx,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.562,> 26 & > 28
MW5023,MW5023-3,29139,Kathrein,742266V011.pafx,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.563,> 26 & > 28
MW0628,MW0628-1,6287,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,38,2*40 W,,,,
MW0628,MW0628-2,6288,Rosenberger,BA-G6W9W9X65V-00M,90,,,2,38,2*40 W,,,,
MW0628,MW0628-3,6289,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,38,2*40 W,,,,
MW6009,MW6009-1,60097,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6009,MW6009-2,60098,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6009,MW6009-3,60099,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW5409,MW5409-1,54097,Rosenberger,BA-G6W9W9X65V-00M,20,,,2,50,2*40 W,,,,
MW5409,MW5409-2,54098,Rosenberger,BA-G6W9W9X65V-00M,140,,,3,50,2*40 W,,,,
MW5409,MW5409-3,54099,Rosenberger,BA-G6W9W9X65V-00M,220,,,2,50,2*40 W,,,,
MW0177,MW0177-1,1777,Rosenberger,BA-G6W9W9X65V-00M,90,,,1,48,2*40 W,,,,
MW0177,MW0177-2,1778,Rosenberger,BA-G6W9W9X65V-00M,210,,,1,48,2*40 W,,,,
MW0177,MW0177-3,1779,Rosenberger,BA-G6W9W9X65V-00M,330,,,1,48,2*40 W,,,,
MW0261,MW0261-1,2617,Rosenberger,BA-G6W9W9X65V-00M,130,,,2,46,2*40 W,,,,
MW0261,MW0261-2,2618,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,46,2*40 W,,,,
MW0261,MW0261-3,2619,Rosenberger,BA-G6W9W9X65V-00M,270,,,2,46,2*40 W,,,,
MW6075,MW6075-1,60757,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6075,MW6075-2,60758,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6075,MW6075-3,60759,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW5647,MW5647-1,56477,Rosenberger,BA-G6W9W9X65V-00M,0,,,4,8,2*40 W,,,,
MW5647,MW5647-2,56478,Rosenberger,BA-G6W9W9X65V-00M,170,,,4,8,2*40 W,,,,
MW5610,MW5610-1,56107,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,2*40 W,,,,
MW5610,MW5610-2,56108,Rosenberger,BA-G6W9W9X65V-00M,60,,,2,48,2*40 W,,,,
MW5610,MW5610-3,56109,Rosenberger,BA-G6W9W9X65V-00M,220,,,2,48,2*40 W,,,,
MW0335,MW0335-1,3357,Andrew,DBXLH-6565C-VTM,20,824Ð960MHz&1710Ð2180,Dual Polarization,4,53,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0335,MW0335-2,3358,Andrew,DBXLH-6565C-VTM,140,824Ð960MHz&1710Ð2180,Dual Polarization,3,53,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0335,MW0335-3,3359,Andrew,DBXLH-6565C-VTM,230,824Ð960MHz&1710Ð2180,Dual Polarization,3,53,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW5800,MW5800-1,58007,Rosenberger,BA-G6W9W9X65V-00M,0,,,0,39,2*40 W,,,,
MW5800,MW5800-2,58008,Rosenberger,BA-G6W9W9X65V-00M,120,,,0,39,2*40 W,,,,
MW5800,MW5800-3,58009,Rosenberger,BA-G6W9W9X65V-00M,240,,,0,39,2*40 W,,,,
MW0617,MW0617-1,6177,Kathrein,739650,10,806-960MHz,Dual Polarization,2,48,2*40 W,,88,8,>25db
MW0617,MW0617-2,6178,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,2,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW0617,MW0617-3,6179,Kathrein,739650,260,806-960MHz,Dual Polarization,2,48,2*40 W,,88,8,>25db
MW4015,MW4015-1,40157,Rosenberger,BA-G6W9W9X65V-00M,90,,,2,38,2*40 W,,,,
MW4015,MW4015-2,40158,Rosenberger,BA-G6W9W9X65V-00M,210,,,2,38,2*40 W,,,,
MW4015,MW4015-3,40159,Rosenberger,BA-G6W9W9X65V-00M,330,,,2,38,2*40 W,,,,
MW0317,MW0317-1,3177,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.599,> 26 & > 28
MW0317,MW0317-2,3178,Kathrein,742266,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.600,> 26 & > 28
MW0317,MW0317-3,3179,Kathrein,742266,290,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.601,> 26 & > 28
MW5613,MW5613-1,56137,Rosenberger,BA-G6W9W9X65V-00M,60,,,2,48,2*40 W,,,,
MW5613,MW5613-2,56138,Rosenberger,BA-G6W9W9X65V-00M,180,,,2,48,2*40 W,,,,
MW5613,MW5613-3,56139,Rosenberger,BA-G6W9W9X65V-00M,300,,,2,48,2*40 W,,,,
MW6073,MW6073-1,60737,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6073,MW6073-2,60738,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6073,MW6073-3,60739,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6217,MW6217-1,62177,Andrew,DBXLH-6565C-VTM,110,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6217,MW6217-2,62178,Andrew,DBXLH-6565C-VTM,235,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6217,MW6217-3,62179,Andrew,DBXLH-6565C-VTM,350,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW6010,MW6010-1,60107,Andrew,TBXLHA-6565DC-VTM,0,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6010,MW6010-2,60108,Andrew,TBXLHA-6565DC-VTM,120,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW6010,MW6010-3,60109,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,0,48,2*40 W,,66.8&61.9,9.2&9.1,>25
MW1407,MW1407-1,2947,Kathrein,742266V011.pafx,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.614,> 26 & > 28
MW1407,MW1407-2,2948,Kathrein,742266V011.pafx,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.615,> 26 & > 28
MW1407,MW1407-3,2949,Kathrein,742266V011.pafx,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,2*40W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.616,> 26 & > 28
MW0560,MW0560-1,5607,Andrew,DBXLH-6565C-VTM,50,824Ð960MHz&1710Ð2180,Dual Polarization,4,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0560,MW0560-2,5608,Andrew,DBXLH-6565C-VTM,170,824Ð960MHz&1710Ð2180,Dual Polarization,4,28,2*40 W,,67.2&61.9,7.4&4.6,>27db
MW0560,MW0560-3,5609,ERICSSON ,201115,300,,,2,28,2*40 W,,,,
MW0620,MW0620-1,6207,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,2*40 W,,,,
MW0620,MW0620-2,6208,Rosenberger,BA-G6W9W9X65V-00M,200,,,0,48,2*40 W,,,,
MW0620,MW0620-3,6209,Rosenberger,BA-G6W9W9X65V-00M,300,,,2,48,2*40 W,,,,
MW4005,MW4005-1,40057,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,2*40 W,,,,
MW4005,MW4005-2,40058,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,48,2*40 W,,,,
MW4005,MW4005-3,40059,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,48,2*40 W,,,,
MW5309,MW5309-1,53097,Rosenberger,BA-G6W9W9X65V-00M,10,,,2,38,2*40 W,,,,
MW5309,MW5309-2,53098,Rosenberger,BA-G6W9W9X65V-00M,120,,,0,38,2*40 W,,,,
MW5309,MW5309-3,53099,Rosenberger,BA-G6W9W9X65V-00M,230,,,0,38,2*40 W,,,,
MW5702,MW5702-1,57027,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,48,2*40 W,,,,
MW5702,MW5702-2,57028,Rosenberger,BA-G6W9W9X65V-00M,110,,,2,48,2*40 W,,,,
MW5702,MW5702-3,57029,Rosenberger,BA-G6W9W9X65V-00M,240,,,2,48,2*40 W,,,,
MW0350,MW0350-1,3507,Kathrein,742266,80,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.632,> 26 & > 28
MW0350,MW0350-2,3508,Kathrein,742266,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.633,> 26 & > 28
MW0350,MW0350-3,3509,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,48,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.634,> 26 & > 28
MW0410,MW0410-1,4107,Huawei,ATR451607,130,790-2690MHzÊ,3xDual Polarization,2,52,2*20 W,,60,4.3,28db
MW0410,MW0410-2,4108,Huawei,ATR451607,210,790-2690MHzÊ,3xDual Polarization,2,52,2*20 W,,60,4.3,28db
MW0410,MW0410-3,4109,Huawei,ATR451607,310,790-2690MHzÊ,3xDual Polarization,2,52,2*20 W,,60,4.3,28db
MW0298,MW0298-1,2987,Andrew,TBXLHA-6565DC-VTM,180,824Ð960&1710Ð2180,3xDual Polarization,2,15,2*40 W,,66.8&61.9,9.2&9.1,>25
MW0272,MW0272-1,2727,Kathrein,742266,30,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.639,> 26 & > 28
MW0272,MW0272-2,2728,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.640,> 26 & > 28
MW0272,MW0272-3,2729,Kathrein,742266,290,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.641,> 26 & > 28
MW0626,MW0626-1,6267,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.642,> 26 & > 28
MW0626,MW0626-2,6268,Kathrein,742266,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,46,2*40 W,,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.643,> 26 & > 28
