Site_ID,Sector_ID,Cell_ID,Vendor,Antenna_model,Azimuth,Frequency,Polarization ,Tilt,Antenna_Height,Antenna_Power,Antenna_receiver_sensitivity_dbm,Antenna_horizontal_beamwidth,Antenna_vertical_beamwidth,Front_to_back_ratio_dB,
MW0301,MW0301-1,3011,Kathrein,742266,100,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2,> 26 & > 28,
MW0301,MW0301-2,3012,Kathrein,742266,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.3,> 26 & > 28,
MW0301,MW0301-3,3013,Kathrein,742266,290,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.4,> 26 & > 28,
MW0302,MW0302-1,3021,Kathrein,742266,40,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,60,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.5,> 26 & > 28,
MW0302,MW0302-2,3022,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,60,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.6,> 26 & > 28,
MW0302,MW0302-3,3023,Kathrein,742266,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,60,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.7,> 26 & > 28,
MW0303,MW0303-1,3031,Andrew,DBXLH-6565C-VTM,70,824Ð960MHz&1710Ð2180,Dual Polarization,2,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0303,MW0303-2,3032,Andrew,DBXLH-6565C-VTM,210,824Ð960MHz&1710Ð2180,Dual Polarization,3,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0303,MW0303-3,3033,Andrew,DBXLH-6565C-VTM,330,824Ð960MHz&1710Ð2180,Dual Polarization,2,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0305,MW0305-1,3051,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.11,> 26 & > 28,
MW0305,MW0305-2,3052,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.12,> 26 & > 28,
MW0305,MW0305-3,3053,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,35,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.13,> 26 & > 28,
MW0307,MW0307-1,3071,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,27,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.14,> 26 & > 28,
MW0307,MW0307-2,3072,Kathrein,742266,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,27,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.15,> 26 & > 28,
MW0307,MW0307-3,3073,Kathrein,742266,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,27,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.16,> 26 & > 28,
MW0310,MW0310-1,3101,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.17,> 26 & > 28,
MW0310,MW0310-2,3102,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.18,> 26 & > 28,
MW0310,MW0310-3,3103,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.19,> 26 & > 28,
MW0311,MW0311-1,3111,Andrew,DBXLH-6565C-VTM,20,824Ð960MHz&1710Ð2180,Dual Polarization,3,29,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0311,MW0311-2,3112,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,29,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.21,> 26 & > 28,
MW0311,MW0311-3,3113,Kathrein,742266,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,29,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.22,> 26 & > 28,
MW0312,MW0312-1,3121,Kathrein,739630,90,870ÊÐÊ960ÊMHz,Dual Polarization,2,40,20W,-110,65,7,>Ê30ÊdB,
MW0312,MW0312-2,3122,Kathrein,739630,200,870ÊÐÊ960ÊMHz,Dual Polarization,2,40,20W,-110,65,7,>Ê30ÊdB,
MW0312,MW0312-3,3123,Kathrein,739630,260,870ÊÐÊ960ÊMHz,Dual Polarization,2,40,20W,-110,65,7,>Ê30ÊdB,
MW0313,MW0313-1,3131,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.26,> 26 & > 28,
MW0313,MW0313-2,3132,Kathrein,742266,220,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.27,> 26 & > 28,
MW0313,MW0313-3,3133,Kathrein,742266,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.28,> 26 & > 28,
MW0314,MW0314-1,3141,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,45,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.29,> 26 & > 28,
MW0314,MW0314-2,3142,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,45,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.30,> 26 & > 28,
MW0314,MW0314-3,3143,Kathrein,742266,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,45,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.31,> 26 & > 28,
MW0319,MW0319-1,3191,Kathrein,742266,100,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.32,> 26 & > 28,
MW0319,MW0319-2,3192,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.33,> 26 & > 28,
MW0319,MW0319-3,3193,Kathrein,742266,330,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.34,> 26 & > 28,
MW0320,MW0320-1,3201,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,44,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.35,> 26 & > 28,
MW0320,MW0320-2,3202,Andrew,DBXLH-6565C-VTM,220,824Ð960MHz&1710Ð2180,Dual Polarization,2,44,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0320,MW0320-3,3203,Kathrein,742266,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,44,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.37,> 26 & > 28,
MW0322,MW0322-1,3221,Andrew,DBXLH-6565C-VTM,60,824Ð960MHz&1710Ð2180,Dual Polarization,2,40,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0322,MW0322-2,3222,Andrew,DBXLH-6565C-VTM,170,824Ð960MHz&1710Ð2180,Dual Polarization,2,40,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0322,MW0322-3,3223,Andrew,DBXLH-6565C-VTM,350,824Ð960MHz&1710Ð2180,Dual Polarization,2,40,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0323,MW0323-1,3231,Kathrein,742266,100,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.41,> 26 & > 28,
MW0323,MW0323-2,3232,Kathrein,742266,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.42,> 26 & > 28,
MW0323,MW0323-3,3233,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.43,> 26 & > 28,
MW0331,MW0331-1,3311,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,4,40,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0331,MW0331-2,3312,Andrew,DBXLH-6565C-VTM,90,824Ð960MHz&1710Ð2180,Dual Polarization,4,40,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0331,MW0331-3,3313,Andrew,DBXLH-6565C-VTM,250,824Ð960MHz&1710Ð2180,Dual Polarization,4,40,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0333,MW0333-1,3331,Andrew,DBXLH-6565C-VTM,10,824Ð960MHz&1710Ð2180,Dual Polarization,0,36,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0333,MW0333-2,3332,Andrew,DBXLH-6565C-VTM,130,824Ð960MHz&1710Ð2180,Dual Polarization,0,36,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0333,MW0333-3,3333,Andrew,DBXLH-6565C-VTM,240,824Ð960MHz&1710Ð2180,Dual Polarization,0,36,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0334,MW0334-1,3341,Andrew,DBXLH-6565C-VTM,90,824Ð960MHz&1710Ð2180,Dual Polarization,2,44,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0334,MW0334-2,3342,Andrew,DBXLH-6565C-VTM,210,824Ð960MHz&1710Ð2180,Dual Polarization,2,44,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0334,MW0334-3,3343,Andrew,DBXLH-6565C-VTM,330,824Ð960MHz&1710Ð2180,Dual Polarization,2,44,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0336,MW0336-1,3361,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.53,> 26 & > 28,
MW0336,MW0336-2,3362,Kathrein,742266,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.54,> 26 & > 28,
MW0336,MW0336-3,3363,Kathrein,742266,330,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.55,> 26 & > 28,
MW0358,MW0358-1,3581,Kathrein,742266,70,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.56,> 26 & > 28,
MW0358,MW0358-2,3582,Kathrein,742266,190,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.57,> 26 & > 28,
MW0358,MW0358-3,3583,Kathrein,742266,310,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.58,> 26 & > 28,
MW0364,MW0364-1,3641,Kathrein,742266,80,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.59,> 26 & > 28,
MW0364,MW0364-2,3642,Kathrein,742266,250,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.60,> 26 & > 28,
MW0364,MW0364-3,3643,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.61,> 26 & > 28,
MW0365,MW0365-1,3651,Kathrein,742266,70,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.62,> 26 & > 28,
MW0365,MW0365-2,3652,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.63,> 26 & > 28,
MW0365,MW0365-3,3653,Kathrein,742266,330,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.64,> 26 & > 28,
MW0366,MW0366-1,3661,Kathrein,742266,50,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.65,> 26 & > 28,
MW0366,MW0366-2,3662,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.66,> 26 & > 28,
MW0366,MW0366-3,3663,Kathrein,742266,330,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.67,> 26 & > 28,
MW0367,MW0367-1,3671,Andrew,DBXLH-6565C-VTM,130,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0367,MW0367-2,3672,Andrew,DBXLH-6565C-VTM,200,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0367,MW0367-3,3673,Andrew,DBXLH-6565C-VTM,350,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0368,MW0368-1,3681,Kathrein,742266,80,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.71,> 26 & > 28,
MW0368,MW0368-2,3682,Kathrein,742266,170,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.72,> 26 & > 28,
MW0368,MW0368-3,3683,Kathrein,742266,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.73,> 26 & > 28,
MW0369,MW0369-1,3691,Kathrein,742266,50,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.74,> 26 & > 28,
MW0369,MW0369-2,3692,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.75,> 26 & > 28,
MW0369,MW0369-3,3693,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.76,> 26 & > 28,
MW0374,MW0374-1,3741,Andrew,DBXLH-6565C-VTM,80,824Ð960MHz&1710Ð2180,Dual Polarization,4,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0374,MW0374-2,3742,Andrew,DBXLH-6565C-VTM,200,824Ð960MHz&1710Ð2180,Dual Polarization,2,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0374,MW0374-3,3743,Andrew,DBXLH-6565C-VTM,320,824Ð960MHz&1710Ð2180,Dual Polarization,3,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0375,MW0375-1,3751,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.80,> 26 & > 28,
MW0375,MW0375-2,3752,Kathrein,739630,170,870ÊÐÊ960ÊMHz,Dual Polarization,2,30,20W,-110,65,7,>Ê30ÊdB,
MW0375,MW0375-3,3753,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.82,> 26 & > 28,
MW0376,MW0376-1,3761,Kathrein,742266,70,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.83,> 26 & > 28,
MW0376,MW0376-2,3762,Kathrein,742266,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.84,> 26 & > 28,
MW0376,MW0376-3,3763,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.85,> 26 & > 28,
MW0377,MW0377-1,3771,Andrew,TBXLHA-6565DC-VTM,110,824Ð960&1710Ð2180,3xDual Polarization,2,30,20W,-110,66.8&61.9,9.2&9.1,>25,
MW0377,MW0377-2,3772,Kathrein,739630,190,870ÊÐÊ960ÊMHz,Dual Polarization,2,30,20W,-110,65,7,>Ê30ÊdB,
MW0377,MW0377-3,3773,Andrew,DBXLH-6565C-VTM,280,824Ð960MHz&1710Ð2180,Dual Polarization,2,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0378,MW0378-1,3781,Kathrein,742266,100,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.89,> 26 & > 28,
MW0378,MW0378-2,3782,Kathrein,742266,230,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.90,> 26 & > 28,
MW0378,MW0378-3,3783,Kathrein,742266,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.91,> 26 & > 28,
MW0381,MW0381-1,3811,Kathrein,742266,80,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,33,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.92,> 26 & > 28,
MW0381,MW0381-2,3812,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,33,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.93,> 26 & > 28,
MW0381,MW0381-3,3813,Kathrein,742266,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,33,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.94,> 26 & > 28,
MW0382,MW0382-1,3821,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.95,> 26 & > 28,
MW0382,MW0382-2,3822,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.96,> 26 & > 28,
MW0382,MW0382-3,3823,Kathrein,742266,330,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.97,> 26 & > 28,
MW0383,MW0383-1,3831,Kathrein,739630,90,870ÊÐÊ960ÊMHz,Dual Polarization,2,27,20W,-110,65,7,>Ê30ÊdB,
MW0383,MW0383-2,3832,Kathrein,739630,220,870ÊÐÊ960ÊMHz,Dual Polarization,2,27,20W,-110,65,7,>Ê30ÊdB,
MW0383,MW0383-3,3833,Kathrein,739630,340,870ÊÐÊ960ÊMHz,Dual Polarization,2,27,20W,-110,65,7,>Ê30ÊdB,
MW0384,MW0384-1,3841,Andrew,TBXLHA-6565DC-VTM,10,824Ð960&1710Ð2180,3xDual Polarization,0,26,20W,-110,66.8&61.9,9.2&9.1,>25,
MW0384,MW0384-2,3842,Andrew,TBXLHA-6565DC-VTM,140,824Ð960&1710Ð2180,3xDual Polarization,4,26,20W,-110,66.8&61.9,9.2&9.1,>25,
MW0384,MW0384-3,3843,Andrew,TBXLHA-6565DC-VTM,240,824Ð960&1710Ð2180,3xDual Polarization,2,26,20W,-110,66.8&61.9,9.2&9.1,>25,
MW0385,MW0385-1,3851,Huawei,ATR451607,100,790-2690MHzÊ,3xDual Polarization,2,28,20W,-110,60,4.3,28db,
MW0385,MW0385-2,3852,Huawei,ATR451607,210,790-2690MHzÊ,3xDual Polarization,3,28,20W,-110,60,4.3,28db,
MW0385,MW0385-3,3853,Huawei,ATR451607,300,790-2690MHzÊ,3xDual Polarization,4,28,20W,-110,60,4.3,28db,
MW0386,MW0386-1,3861,Andrew,DBXLH-6565C-VTM,110,824Ð960MHz&1710Ð2180,Dual Polarization,2,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0386,MW0386-2,3862,Andrew,DBXLH-6565C-VTM,210,824Ð960MHz&1710Ð2180,Dual Polarization,2,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0386,MW0386-3,3863,Andrew,DBXLH-6565C-VTM,340,824Ð960MHz&1710Ð2180,Dual Polarization,2,30,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0387,MW0387-1,3871,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,27,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.110,> 26 & > 28,
MW0387,MW0387-2,3872,Kathrein,742266,260,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,27,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.111,> 26 & > 28,
MW0387,MW0387-3,3873,Kathrein,742266,310,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,27,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.112,> 26 & > 28,
MW0388,MW0388-1,3881,Kathrein,742266,80,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.113,> 26 & > 28,
MW0388,MW0388-2,3882,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.114,> 26 & > 28,
MW0388,MW0388-3,3883,Kathrein,742266,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.115,> 26 & > 28,
MW0389,MW0389-1,3891,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.116,> 26 & > 28,
MW0389,MW0389-2,3892,Kathrein,742266,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.117,> 26 & > 28,
MW0389,MW0389-3,3893,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.118,> 26 & > 28,
MW0390,MW0390-1,3901,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.119,> 26 & > 28,
MW0390,MW0390-2,3902,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.120,> 26 & > 28,
MW0390,MW0390-3,3903,Kathrein,742266,350,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.121,> 26 & > 28,
MW0391,MW0391-1,3911,Kathrein,742266,70,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.122,> 26 & > 28,
MW0391,MW0391-2,3912,Kathrein,742266,220,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.123,> 26 & > 28,
MW0391,MW0391-3,3913,Kathrein,742266,350,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.124,> 26 & > 28,
MW0393,MW0393-1,3931,Kathrein,742266,110,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.125,> 26 & > 28,
MW0393,MW0393-2,3932,Kathrein,742266,210,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.126,> 26 & > 28,
MW0393,MW0393-3,3933,Kathrein,742266,350,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.127,> 26 & > 28,
