Site_ID,Sector_ID,Cell_ID,Vendor,Antenna_model,Azimuth,Frequency,Polarization ,Tilt,Antenna_Height,Antenna_Power,Antenna_receiver_sensitivity_dbm,Antenna_horizontal_beamwidth,Antenna_vertical_beamwidth,Front_to_back_ratio_dB,
MW2630,MW2630-3,26303,Kathrein,742266V011.pafx,280,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2621,MW2621-1,26211,Kathrein,742266V011.pafx,10,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2621,MW2621-2,26212,Kathrein,742266V011.pafx,180,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2621,MW2621-3,26213,Kathrein,742266V011.pafx,230,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2623,MW2623-1,26231,Kathrein,742266V011.pafx,24,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2623,MW2623-2,26232,Kathrein,742266V011.pafx,160,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2623,MW2623-3,26233,Kathrein,742266V011.pafx,275,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2665,MW2665-1,26651,Kathrein,742266V011.pafx,0,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2665,MW2665-2,26652,Kathrein,742266V011.pafx,90,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2665,MW2665-3,26653,Kathrein,742266V011.pafx,260,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2681,MW2681-1,26811,Kathrein,742266V011.pafx,160,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2681,MW2681-2,26812,Kathrein,742266V011.pafx,220,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2681,MW2681-3,26813,Kathrein,742266V011.pafx,310,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2606,MW2606-1,26061,Kathrein,742266V011.pafx,0,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2606,MW2606-2,26062,Kathrein,742266V011.pafx,120,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW2606,MW2606-3,26063,Kathrein,742266V011.pafx,240,,,2,48,20W,-110,,,,1-TB_900_1800_2100/1-TB_900_1800_2100/1-TB_900_1800_2100
MW0557,MW0557-1,5571,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2190,> 26 & > 28,
MW0557,MW0557-2,5572,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2191,> 26 & > 28,
MW0557,MW0557-3,5573,Kathrein,742266,260,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,22,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2192,> 26 & > 28,
MW0133,MW0133-1,1331,Kathrein,742266,80,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2193,> 26 & > 28,
MW0133,MW0133-2,1332,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2194,> 26 & > 28,
MW0133,MW0133-3,1333,Kathrein,742266,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2195,> 26 & > 28,
MW0292,MW0292-1,2921,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2196,> 26 & > 28,
MW0292,MW0292-2,2922,Kathrein,742266,170,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2197,> 26 & > 28,
MW0292,MW0292-3,2923,Kathrein,742266,260,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2198,> 26 & > 28,
MW0115,MW0115-1,1151,Kathrein,742266,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2199,> 26 & > 28,
MW0115,MW0115-2,1152,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2200,> 26 & > 28,
MW0115,MW0115-3,1153,Kathrein,742266,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2201,> 26 & > 28,
MW5001,MW5001-1,50011,Rosenberger,BA-G6W9W9X65V-00M,70,,,2,42,20W,-110,,,,
MW5001,MW5001-2,50012,Rosenberger,BA-G6W9W9X65V-00M,190,,,3,42,20W,-110,,,,
MW5001,MW5001-3,50013,Rosenberger,BA-G6W9W9X65V-00M,320,,,2,42,20W,-110,,,,
MW0183,MW0183-1,1831,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2205,> 26 & > 28,
MW0183,MW0183-2,1832,Kathrein,742266,100,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2206,> 26 & > 28,
MW0183,MW0183-3,1833,Kathrein,742266,220,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,30,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2207,> 26 & > 28,
MW0186,MW0186-1,1861,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2208,> 26 & > 28,
MW0186,MW0186-2,1862,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2209,> 26 & > 28,
MW0186,MW0186-3,1863,Kathrein,742266,280,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2210,> 26 & > 28,
MW0113,MW0113-1,1131,Kathrein,742266,50,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,50,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2211,> 26 & > 28,
MW0113,MW0113-2,1132,Kathrein,742266,180,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,50,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2212,> 26 & > 28,
MW0113,MW0113-3,1133,Kathrein,742266,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,50,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2213,> 26 & > 28,
MW0532,MW0532-1,5321,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,26,20W,-110,,,,
MW0532,MW0532-2,5322,Rosenberger,BA-G6W9W9X65V-00M,120,,,2,26,20W,-110,,,,
MW0532,MW0532-3,5323,Rosenberger,BA-G6W9W9X65V-00M,260,,,2,26,20W,-110,,,,
MW0544,MW0544-1,5441,Kathrein,742266,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2217,> 26 & > 28,
MW0544,MW0544-2,5442,Kathrein,742266,150,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2218,> 26 & > 28,
MW0544,MW0544-3,5443,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2219,> 26 & > 28,
MW0282,MW0282-1,2821,Andrew,DBXLH-6565C-VTM,0,824Ð960MHz&1710Ð2180,Dual Polarization,2,26,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0282,MW0282-2,2822,Kathrein,742266,150,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2221,> 26 & > 28,
MW0282,MW0282-3,2823,Andrew,DBXLH-6565C-VTM,300,824Ð960MHz&1710Ð2180,Dual Polarization,3,26,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0291,MW0291-1,2911,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2223,> 26 & > 28,
MW0291,MW0291-2,2912,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2224,> 26 & > 28,
MW0291,MW0291-3,2913,Kathrein,742266,300,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2225,> 26 & > 28,
MW0104,MW0104-1,1041,Kathrein / Alandick,739494,10,,,2,32,20W,-110,,,,
MW0104,MW0104-2,1042,Kathrein / Alandick,739494,130,,,2,32,20W,-110,,,,
MW0104,MW0104-3,1043,Kathrein / Alandick,739494,240,,,2,32,20W,-110,,,,
MW0135,MW0135-1,1351,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2229,> 26 & > 28,
MW0135,MW0135-2,1352,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2230,> 26 & > 28,
MW0132,MW0132-1,1321,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,40,20W,-110,,,,
MW0132,MW0132-2,1322,Rosenberger,BA-G6W9W9X65V-00M,140,,,2,40,20W,-110,,,,
MW0132,MW0132-3,1323,Rosenberger,BA-G6W9W9X65V-00M,250,,,2,40,20W,-110,,,,
MW0125,MW0125-1,1251,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2234,> 26 & > 28,
MW0125,MW0125-2,1252,Kathrein,742266,320,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2235,> 26 & > 28,
MW0125,MW0125-3,1253,Kathrein,742266V011.pafx,240,,,3,28,20W,-110,,,,1-DB_900_1800 + 1-SB 2100/1-DB_900_1800 + 1-SB 2100
MW0144,MW0144-1,1441,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2237,> 26 & > 28,
MW0144,MW0144-2,1442,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2238,> 26 & > 28,
MW0144,MW0144-3,1443,Kathrein,742266,260,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2239,> 26 & > 28,
MW0538,MW0538-1,5381,Kathrein,742266,60,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2240,> 26 & > 28,
MW0538,MW0538-2,5382,Kathrein,742266,150,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2241,> 26 & > 28,
MW0538,MW0538-3,5383,Kathrein,742266,270,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2242,> 26 & > 28,
MW0184,MW0184-1,1841,Kathrein,742266,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2243,> 26 & > 28,
MW0184,MW0184-2,1842,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2244,> 26 & > 28,
MW0184,MW0184-3,1843,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2245,> 26 & > 28,
MW0190,MW0190-1,1901,Rosenberger,BA-G6W9W9X65V-00M,0,,,2,28,20W,-110,,,,
MW0190,MW0190-2,1902,Kathrein,742266,150,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2247,> 26 & > 28,
MW0190,MW0190-3,1903,Kathrein,742266,250,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,4,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2248,> 26 & > 28,
MW0106,MW0106-1,1061,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2249,> 26 & > 28,
MW0106,MW0106-2,1062,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2250,> 26 & > 28,
MW0106,MW0106-3,1063,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,48,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2251,> 26 & > 28,
MW0541,MW0541-1,5411,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2252,> 26 & > 28,
MW0541,MW0541-2,5412,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2253,> 26 & > 28,
MW0541,MW0541-3,5413,Kathrein,742266,230,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2254,> 26 & > 28,
MW0560,MW0560-1,5601,Andrew,DBXLH-6565C-VTM,50,824Ð960MHz&1710Ð2180,Dual Polarization,4,28,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0560,MW0560-2,5602,Andrew,DBXLH-6565C-VTM,170,824Ð960MHz&1710Ð2180,Dual Polarization,4,28,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0560,MW0560-3,5603,ERICSSON ,201115,300,,,2,28,20W,-110,,,,
MW0272,MW0272-1,2721,Kathrein,742266,30,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2258,> 26 & > 28,
MW0272,MW0272-2,2722,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2259,> 26 & > 28,
MW0272,MW0272-3,2723,Kathrein,742266,290,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,38,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2260,> 26 & > 28,
MW0102,MW0102-1,1021,Kathrein,742266,30,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2261,> 26 & > 28,
MW0102,MW0102-2,1022,ERICSSON ,201115,160,,,3,25,20W,-110,,,,
MW0102,MW0102-3,1023,Andrew,DBXLH-6565C-VTM,240,824Ð960MHz&1710Ð2180,Dual Polarization,2,25,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW6324,MW6324-1,63241,Andrew,DBXLH-6565C-VTM,100,824Ð960MHz&1710Ð2180,Dual Polarization,2,33,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW6324,MW6324-2,63242,Andrew,DBXLH-6565C-VTM,180,824Ð960MHz&1710Ð2180,Dual Polarization,2,33,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW6324,MW6324-3,63243,Andrew,DBXLH-6565C-VTM,320,824Ð960MHz&1710Ð2180,Dual Polarization,2,33,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW5002,MW5002-1,50021,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2267,> 26 & > 28,
MW5002,MW5002-2,50022,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2268,> 26 & > 28,
MW5002,MW5002-3,50023,Kathrein,742266,220,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2269,> 26 & > 28,
MW0293,MW0293-1,2931,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2270,> 26 & > 28,
MW0293,MW0293-2,2932,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2271,> 26 & > 28,
MW0293,MW0293-3,2933,Kathrein,742266,270,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2272,> 26 & > 28,
MW0559,MW0559-1,5591,Andrew,DBXLH-6565C-VTM,40,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0559,MW0559-2,5592,Andrew,DBXLH-6565C-VTM,160,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0559,MW0559-3,5593,Andrew,DBXLH-6565C-VTM,310,824Ð960MHz&1710Ð2180,Dual Polarization,2,28,20W,-110,67.2&61.9,7.4&4.6,>27db,
MW0275,MW0275-1,2751,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2276,> 26 & > 28,
MW0275,MW0275-2,2752,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2277,> 26 & > 28,
MW0275,MW0275-3,2753,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2278,> 26 & > 28,
MW5008,MW5008-1,50081,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2279,> 26 & > 28,
MW5008,MW5008-2,50082,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2280,> 26 & > 28,
MW5008,MW5008-3,50083,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2281,> 26 & > 28,
MW0281,MW0281-1,2811,Kathrein,742266,40,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2282,> 26 & > 28,
MW0281,MW0281-2,2812,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2283,> 26 & > 28,
MW0281,MW0281-3,2813,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2284,> 26 & > 28,
MW5011,MW5011-1,50111,Kathrein,742266,40,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2285,> 26 & > 28,
MW5011,MW5011-2,50112,Kathrein,742266,130,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2286,> 26 & > 28,
MW5011,MW5011-3,50113,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,25,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2287,> 26 & > 28,
MW0103,MW0103-1,1031,Kathrein,742266,90,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,40,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2288,> 26 & > 28,
MW0103,MW0103-2,1032,Kathrein,742266,200,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,40,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2289,> 26 & > 28,
MW0103,MW0103-3,1033,Kathrein,742266,340,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,3,40,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2290,> 26 & > 28,
MW0287,MW0287-1,2871,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2291,> 26 & > 28,
MW0287,MW0287-2,2872,Kathrein,742266,120,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2292,> 26 & > 28,
MW0287,MW0287-3,2873,Kathrein,742266,270,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2293,> 26 & > 28,
MW0191,MW0191-1,1911,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2294,> 26 & > 28,
MW0191,MW0191-2,1912,Kathrein,742266,100,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2295,> 26 & > 28,
MW0191,MW0191-3,1913,Kathrein,742266,240,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,28,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2296,> 26 & > 28,
MW0271,MW0271-1,2711,Kathrein,742266,20,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,11,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2297,> 26 & > 28,
MW0271,MW0271-2,2712,Kathrein,742266,140,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,11,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2298,> 26 & > 28,
MW0271,MW0271-3,2713,Kathrein,742266,260,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,1,11,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2299,> 26 & > 28,
MW0112,MW0112-1,1121,Kathrein,742266,50,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,45,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2300,> 26 & > 28,
MW0112,MW0112-2,1122,Kathrein,742266,150,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,45,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2301,> 26 & > 28,
MW0112,MW0112-3,1123,Kathrein,742266,250,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,2,45,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2302,> 26 & > 28,
MW0289,MW0289-1,2891,Kathrein,742266,0,790Ð 960 MHz & 1710Ð2180 MHz,Dual Polarization,0,26,20W,-110,68 ± 1.1 & 60 ± 3.0,7.7 ± 0.3&4.7 ± 0.2303,> 26 & > 28,
