cellID,latitude,longitude,band,antenna,height,azimuth,etilt,mtilt
55138,-13.941512,33.823665,1800DCS,742266,30,250,0,2
55139,-13.941512,33.823665,1800DCS,742266,30,330,0,2
7217,-11.680200,34.062900,1800DCS,730378,48,0,0,0
7218,-11.680200,34.062900,1800DCS,730378,48,120,0,0
7219,-11.680200,34.062900,1800DCS,730378,48,280,0,0
3837,-13.992933,33.801778,1800DCS,739494,27,90,0,2
3838,-13.992933,33.801778,1800DCS,739494,27,220,0,2
3839,-13.992933,33.801778,1800DCS,739494,27,340,0,2
55507,-13.985983,33.796906,1800DCS,DBXLH-6565C-VTM,36,0,0,2
55508,-13.985983,33.796906,1800DCS,DBXLH-6565C-VTM,36,120,0,2
55509,-13.985983,33.796906,1800DCS,DBXLH-6565C-VTM,36,220,0,2
57147,-13.297446,33.338680,1800DCS,BA-G6W9W9X65V-00M,38,30,0,4
57148,-13.297446,33.338680,1800DCS,BA-G6W9W9X65V-00M,38,180,0,4
57149,-13.297446,33.338680,1800DCS,BA-G6W9W9X65V-00M,38,300,0,4
54147,-13.613522,33.577645,1800DCS,BA-G6W9W9X65V-00M,49,30,0,3
54148,-13.613522,33.577645,1800DCS,BA-G6W9W9X65V-00M,49,140,0,3
54149,-13.613522,33.577645,1800DCS,BA-G6W9W9X65V-00M,49,240,0,2
6957,-9.995878,33.689200,1800DCS,739686,28,40,0,3
6958,-9.995878,33.689200,1800DCS,730378,28,120,0,3
